RelaX Services

{'card_number': '4818081161475565', 'expiration_date': '7/30', 'cvv': '853', 'card_holder': 'SEFA TAHSİN MUSTAFA YAVUZ', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '305 TRY'}
{'card_number': '4657722227595813', 'expiration_date': '11/27', 'cvv': '284', 'card_holder': 'MUZAFFER TEKİN TURGUT YILDIRIM', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '33 TRY'}
{'card_number': '4677519897615269', 'expiration_date': '1/30', 'cvv': '093', 'card_holder': 'MEHMET BAHADIR FAİK FERHAN', 'country_name': 'Turkey', 'card_status': 'Restricted', 'money': '474 TRY'}
{'card_number': '4720011789570411', 'expiration_date': '2/30', 'cvv': '265', 'card_holder': 'BARIŞ ÇAĞRI SERKAN HASİP', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '414 TRY'}
{'card_number': '4205152931028199', 'expiration_date': '9/27', 'cvv': '508', 'card_holder': 'MEHMET GÖKTUĞ ASLAN ÖNDER', 'country_name': 'Turkey', 'card_status': 'Restricted', 'money': '389 TRY'}
{'card_number': '4522312101560068', 'expiration_date': '9/24', 'cvv': '577', 'card_holder': 'UMUT FERHAN RASİM MESUT', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '364 TRY'}
{'card_number': '4347483435766052', 'expiration_date': '1/25', 'cvv': '309', 'card_holder': 'TALAT KAMRAN YASİN ÖNDER', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '162 TRY'}
{'card_number': '4522968525057245', 'expiration_date': '11/30', 'cvv': '207', 'card_holder': 'HALİT ORÇUN ORHAN DOĞAN', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '360 TRY'}
{'card_number': '4889005209528212', 'expiration_date': '5/28', 'cvv': '199', 'card_holder': 'VEDİ ÖZCAN ENGİN ASLAN', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '138 TRY'}
{'card_number': '4632030995210692', 'expiration_date': '9/25', 'cvv': '770', 'card_holder': 'ŞENOL SELMAN RASİT ALP', 'country_name': 'Turkey', 'card_status': 'Restricted', 'money': '56 TRY'}
{'card_number': '4237699400896383', 'expiration_date': '10/29', 'cvv': '265', 'card_holder': 'HASAN CUMA TAMER TAYLAN', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '206 TRY'}
{'card_number': '4333438748097997', 'expiration_date': '7/30', 'cvv': '685', 'card_holder': 'UZAY MERİÇ ZEKİ SELİM', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '435 TRY'}
{'card_number': '4518372742767809', 'expiration_date': '8/26', 'cvv': '678', 'card_holder': 'ÜMİT ZİYA ÖZTÜRK SERKAN', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '4687 TRY'}
{'card_number': '4504243393420293', 'expiration_date': '2/28', 'cvv': '827', 'card_holder': 'TEVFİK HASAN YENER MAHMUT', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '483 TRY'}
{'card_number': '4719385270525974', 'expiration_date': '2/26', 'cvv': '939', 'card_holder': 'KEREM YÜCEL BARIŞ ALİHAN', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '295 TRY'}
{'card_number': '4318323214302585', 'expiration_date': '8/25', 'cvv': '649', 'card_holder': 'BAYRAM YÜCEL İBRAHİM ERHAN', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '195 TRY'}
{'card_number': '4989693611043661', 'expiration_date': '10/24', 'cvv': '098', 'card_holder': 'DORUK ATİLLA FERHAT EVREN', 'country_name': 'Turkey', 'card_status': 'Archived', 'money': '2794 TRY'}
{'card_number': '4458963631030739', 'expiration_date': '5/26', 'cvv': '535', 'card_holder': 'RAHİM İLYAS NAMIK SEFA', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '238 TRY'}
{'card_number': '4262454341969891', 'expiration_date': '4/28', 'cvv': '613', 'card_holder': 'FERİT GÖRKEM NAMIK BAHADIR', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '2766 TRY'}
{'card_number': '4031891767501635', 'expiration_date': '11/27', 'cvv': '575', 'card_holder': 'ZAFER ZÜLFÜ FARUK TAYFUN', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '27 TRY'}
{'card_number': '4416528445244627', 'expiration_date': '6/30', 'cvv': '467', 'card_holder': 'HİLMİ EFE ALİHAN ZÜBEYİR', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '42 TRY'}
{'card_number': '4731134785507497', 'expiration_date': '8/25', 'cvv': '344', 'card_holder': 'SELMAN BATUHAN ZÜLFÜ BAKİ', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '17 TRY'}
{'card_number': '4823565120839831', 'expiration_date': '1/27', 'cvv': '034', 'card_holder': 'VOLKAN UZAY CEVAT İLYAS', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '184 TRY'}
{'card_number': '4611907558177399', 'expiration_date': '7/25', 'cvv': '323', 'card_holder': 'POLAT MUZAFFER TEVFİK TAYFUN', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '15 TRY'}
{'card_number': '4354504024122835', 'expiration_date': '12/26', 'cvv': '281', 'card_holder': 'CİHAN ERHAN YILDIRIM ÇAĞLAR', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '149 TRY'}
{'card_number': '4587547861723248', 'expiration_date': '6/28', 'cvv': '674', 'card_holder': 'SAMİ MEHMET FERHAN LATİF', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '44 TRY'}
{'card_number': '4055485407639821', 'expiration_date': '12/28', 'cvv': '148', 'card_holder': 'TALAT TURGUT UZAY ZEKİ', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '48 TRY'}
{'card_number': '4137958291055942', 'expiration_date': '4/28', 'cvv': '981', 'card_holder': 'NİYAZİ ORÇUN VEDAT İSMAİL', 'country_name': 'Turkey', 'card_status': 'Restricted', 'money': '345 TRY'}
{'card_number': '4817966651076017', 'expiration_date': '2/27', 'cvv': '126', 'card_holder': 'YAVUZ HAYDAR BERK CENGİZ', 'country_name': 'Turkey', 'card_status': 'Archived', 'money': '316 TRY'}
{'card_number': '4881342916690128', 'expiration_date': '12/26', 'cvv': '583', 'card_holder': 'ŞEFİK ERTAN MESUT CEVAT', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '88 TRY'}
{'card_number': '4062280169175754', 'expiration_date': '6/24', 'cvv': '380', 'card_holder': 'VURAL MAHMUT LEVENT MAHİR', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '348 TRY'}
{'card_number': '4022922217646257', 'expiration_date': '4/29', 'cvv': '744', 'card_holder': 'CEVAT ŞENOL UMUT GÜRSOY', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '139 TRY'}
{'card_number': '4816472685558725', 'expiration_date': '12/28', 'cvv': '909', 'card_holder': 'MESUT HAYDAR ORÇUN ŞAHİN', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '455 TRY'}
{'card_number': '4877775536880783', 'expiration_date': '1/24', 'cvv': '591', 'card_holder': 'ALİHAN CENGİZ BERK POLAT', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '328 TRY'}
{'card_number': '4364477497274474', 'expiration_date': '6/25', 'cvv': '308', 'card_holder': 'FİKRET YAVUZ CAN SAMİ', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '8 TRY'}
{'card_number': '4355598285446809', 'expiration_date': '10/25', 'cvv': '934', 'card_holder': 'EVREN ÖZTÜRK MERİÇ VEDAT', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '42 TRY'}
{'card_number': '4683357840643795', 'expiration_date': '1/28', 'cvv': '287', 'card_holder': 'ARDA TANSU NAMIK OKAN', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '193 TRY'}
{'card_number': '4565511786037072', 'expiration_date': '11/30', 'cvv': '788', 'card_holder': 'LEVENT NİYAZİ ZİYA GÖRKEM', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '5708 TRY'}
{'card_number': '4213200645523003', 'expiration_date': '9/24', 'cvv': '275', 'card_holder': 'ONUR CİHAN CUMA BERK', 'country_name': 'Turkey', 'card_status': 'Restricted', 'money': '228 TRY'}
{'card_number': '4420917084955755', 'expiration_date': '7/29', 'cvv': '994', 'card_holder': 'MAHİR MAHİR EREN İBRAHİM', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '92 TRY'}
{'card_number': '4947743591197432', 'expiration_date': '7/30', 'cvv': '976', 'card_holder': 'FERHAN TARIK YİĞİT MEHMET', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '238 TRY'}
{'card_number': '4604551933176509', 'expiration_date': '1/30', 'cvv': '254', 'card_holder': 'YİĞİT TAYFUN ONUR HALİT', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '26 TRY'}
{'card_number': '4690125816095063', 'expiration_date': '11/25', 'cvv': '878', 'card_holder': 'MÜJDAT FERİT ERDEM ALİHAN', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '199 TRY'}
{'card_number': '4154363978454278', 'expiration_date': '12/24', 'cvv': '818', 'card_holder': 'ZAİD BERAT KURTULUŞ ERAY', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '79 TRY'}
{'card_number': '4449819709114742', 'expiration_date': '5/28', 'cvv': '173', 'card_holder': 'BAKİ ZÜBEYİR HAKAN İBRAHİM', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '141 TRY'}
{'card_number': '4898696379518816', 'expiration_date': '10/25', 'cvv': '665', 'card_holder': 'BAKİ CİHAN RAHİM ÖZGÜR', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '15 TRY'}
{'card_number': '4628505235211747', 'expiration_date': '7/30', 'cvv': '283', 'card_holder': 'ORÇUN ŞENOL ŞEREF FARUK', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '390 TRY'}
{'card_number': '4906945670737405', 'expiration_date': '11/30', 'cvv': '072', 'card_holder': 'KADİR ERDOĞAN ZİYA ERTUĞRUL', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '366 TRY'}
{'card_number': '4524873282359305', 'expiration_date': '4/25', 'cvv': '355', 'card_holder': 'ENVER ASLAN TAYLAN RAMAZAN', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '1217 TRY'}
{'card_number': '4016369273224751', 'expiration_date': '6/29', 'cvv': '288', 'card_holder': 'TUFAN TEVFİK YAŞAR FATİH', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '4468 TRY'}
{'card_number': '4709717810734207', 'expiration_date': '4/26', 'cvv': '372', 'card_holder': 'ZEKİ ÇINAR ÇINAR MUSTAFA', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '25 TRY'}
{'card_number': '4401387167983111', 'expiration_date': '4/25', 'cvv': '484', 'card_holder': 'FİKRET ŞAHİN KUBİLAY ÖZCAN', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '4 TRY'}
{'card_number': '4630986422920306', 'expiration_date': '3/24', 'cvv': '739', 'card_holder': 'GÜRSOY İLYAS CİHAN SEMİH', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '43 TRY'}
{'card_number': '4555957679962227', 'expiration_date': '9/30', 'cvv': '354', 'card_holder': 'ZÜBEYİR FAİK KORAY ZİHNİ', 'country_name': 'Turkey', 'card_status': 'Restricted', 'money': '24 TRY'}
{'card_number': '4459710466873678', 'expiration_date': '4/27', 'cvv': '257', 'card_holder': 'SERKAN DOĞAN GÜRKAN BÜLENT', 'country_name': 'Turkey', 'card_status': 'Restricted', 'money': '138 TRY'}
{'card_number': '4458185459025027', 'expiration_date': '9/30', 'cvv': '269', 'card_holder': 'ALP HASİP TAYFUN TEVFİK', 'country_name': 'Turkey', 'card_status': 'Archived', 'money': '4747 TRY'}
{'card_number': '4304630459852371', 'expiration_date': '4/28', 'cvv': '593', 'card_holder': 'ORÇUN ATİLLA YİĞİT NAMIK', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '405 TRY'}
{'card_number': '4062901603675030', 'expiration_date': '7/24', 'cvv': '717', 'card_holder': 'ÜLKÜ VEDAT TANJU ERTUĞRUL', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '12 TRY'}
{'card_number': '4154518834855568', 'expiration_date': '7/27', 'cvv': '046', 'card_holder': 'DİNÇER HAYDAR ÇAĞLAR TUNCAY', 'country_name': 'Turkey', 'card_status': 'Restricted', 'money': '294 TRY'}
{'card_number': '4104499795504944', 'expiration_date': '12/26', 'cvv': '326', 'card_holder': 'FERHAT ÇETİN KAYA NERGİZ', 'country_name': 'Turkey', 'card_status': 'Restricted', 'money': '146 TRY'}
{'card_number': '4817570256682011', 'expiration_date': '1/27', 'cvv': '017', 'card_holder': 'AHMET İZZET UMUT ÜMİT', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '24 TRY'}
{'card_number': '4448805458484015', 'expiration_date': '2/28', 'cvv': '642', 'card_holder': 'UMUT ÜLKÜ DENİZ ERHAN', 'country_name': 'Turkey', 'card_status': 'Restricted', 'money': '269 TRY'}
{'card_number': '4841963676578325', 'expiration_date': '8/30', 'cvv': '434', 'card_holder': 'GÖKTUĞ ERDOĞAN MAHMUT RIDVAN', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '45 TRY'}
{'card_number': '4863694683542060', 'expiration_date': '1/25', 'cvv': '152', 'card_holder': 'NECATİ ŞEFİK DORUK RAMAZAN', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '2257 TRY'}
{'card_number': '4466545808441060', 'expiration_date': '3/24', 'cvv': '327', 'card_holder': 'HALİT EMİN FATİH MAHİR', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '155 TRY'}
{'card_number': '4976854637413024', 'expiration_date': '10/28', 'cvv': '038', 'card_holder': 'TAHSİN RASİT ATİLLA SAMİ', 'country_name': 'Turkey', 'card_status': 'Restricted', 'money': '262 TRY'}
{'card_number': '4325570830834950', 'expiration_date': '1/25', 'cvv': '678', 'card_holder': 'DORUK YÜCEL FURKAN SEZGİN', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '72 TRY'}
{'card_number': '4140049695685560', 'expiration_date': '6/26', 'cvv': '083', 'card_holder': 'RAMAZAN KAYA KURTULUŞ HASAN', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '20 TRY'}
{'card_number': '4632840598579479', 'expiration_date': '8/28', 'cvv': '268', 'card_holder': 'YAŞAR MAHİR LEVENT TAMER', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '15 TRY'}
{'card_number': '4445015655686098', 'expiration_date': '9/29', 'cvv': '450', 'card_holder': 'NAİM RIDVAN POLAT ERTAN', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '36 TRY'}
{'card_number': '4803278969383531', 'expiration_date': '7/24', 'cvv': '618', 'card_holder': 'HASAN AHMET BERAT İZZET', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '40 TRY'}
{'card_number': '4010429374626183', 'expiration_date': '1/24', 'cvv': '426', 'card_holder': 'HAŞIM HİLMİ ÇAĞRI NAİM', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '295 TRY'}
{'card_number': '4360189507846506', 'expiration_date': '2/25', 'cvv': '998', 'card_holder': 'TEVFİK GALİP ERTAN GÜVEN', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '3997 TRY'}
{'card_number': '4155653810625617', 'expiration_date': '3/27', 'cvv': '054', 'card_holder': 'OKAN SELİM FERHAN SELMAN', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '366 TRY'}
{'card_number': '4181368134763410', 'expiration_date': '10/29', 'cvv': '415', 'card_holder': 'ZİHNİ ZAİD VEDAT SEMİH', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '341 TRY'}
{'card_number': '4781901813133713', 'expiration_date': '5/25', 'cvv': '509', 'card_holder': 'SEFA İZZET CAN İBRAHİM', 'country_name': 'Turkey', 'card_status': 'Archived', 'money': '111 TRY'}
{'card_number': '4124416958514771', 'expiration_date': '1/26', 'cvv': '045', 'card_holder': 'BAHADIR ÇETİN KAAN MEHMET', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '465 TRY'}
{'card_number': '4140955761559143', 'expiration_date': '2/29', 'cvv': '840', 'card_holder': 'REFİK BARIŞ RAMAZAN ARDA', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '181 TRY'}
{'card_number': '4503683341623871', 'expiration_date': '9/25', 'cvv': '675', 'card_holder': 'ALPER TALAT KORAY ÜLKÜ', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '419 TRY'}
{'card_number': '4300194536680028', 'expiration_date': '8/29', 'cvv': '977', 'card_holder': 'YASİN ERDOĞAN BAKİ GÖRKEM', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '242 TRY'}
{'card_number': '4313688049904234', 'expiration_date': '8/25', 'cvv': '602', 'card_holder': 'MUSTAFA KAAN REFİK CUMA', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '37 TRY'}
{'card_number': '4606828240356471', 'expiration_date': '7/24', 'cvv': '274', 'card_holder': 'SİNAN FERHAT TARIK HAYDAR', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '437 TRY'}
{'card_number': '4873022682298575', 'expiration_date': '3/25', 'cvv': '590', 'card_holder': 'TOLUNAY TARIK YİĞİT CENGİZ', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '27 TRY'}
{'card_number': '4673351779933543', 'expiration_date': '3/24', 'cvv': '931', 'card_holder': 'GALİP ÖZTÜRK DURMUŞ NİHAT', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '45 TRY'}
{'card_number': '4354927052226782', 'expiration_date': '4/26', 'cvv': '129', 'card_holder': 'DİNÇ GÖRKEM ZAFER SAMİ', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '6822 TRY'}
{'card_number': '4764853381791409', 'expiration_date': '3/28', 'cvv': '183', 'card_holder': 'ZİHNİ KEMAL YAVUZ FERDİ', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '315 TRY'}
{'card_number': '4981319896267555', 'expiration_date': '9/30', 'cvv': '510', 'card_holder': 'ENGİN ÇAĞLAR YÜCEL YAHYA', 'country_name': 'Turkey', 'card_status': 'Restricted', 'money': '492 TRY'}
{'card_number': '4637939009622061', 'expiration_date': '11/27', 'cvv': '049', 'card_holder': 'ERAY HARUN YAVUZ DİNÇER', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '40 TRY'}
{'card_number': '4636142394156743', 'expiration_date': '6/25', 'cvv': '995', 'card_holder': 'KAAN TUFAN UMUT TAMER', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '248 TRY'}
{'card_number': '4446352938985313', 'expiration_date': '7/26', 'cvv': '696', 'card_holder': 'ZİHNİ SELİM ÖZGÜR GALİP', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '4378 TRY'}
{'card_number': '4719589824583914', 'expiration_date': '9/29', 'cvv': '503', 'card_holder': 'SİNAN GÜVEN ERDOĞAN REFİK', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '405 TRY'}
{'card_number': '4726670489443973', 'expiration_date': '3/25', 'cvv': '037', 'card_holder': 'KAMRAN UZAY VEDİ LOKMAN', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '5 TRY'}
{'card_number': '4571526434473430', 'expiration_date': '3/24', 'cvv': '262', 'card_holder': 'HAYDAR UMUT FİKRET YILMAZ', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '7 TRY'}
{'card_number': '4135267673489006', 'expiration_date': '6/24', 'cvv': '161', 'card_holder': 'İHSAN İBRAHİM SONER BAYRAM', 'country_name': 'Turkey', 'card_status': 'Archived', 'money': '435 TRY'}
{'card_number': '4735553622709030', 'expiration_date': '1/30', 'cvv': '633', 'card_holder': 'YILDIRIM LOKMAN HİLMİ GÜRKAN', 'country_name': 'Turkey', 'card_status': 'Archived', 'money': '183 TRY'}
{'card_number': '4242851260496035', 'expiration_date': '8/25', 'cvv': '867', 'card_holder': 'RAHİM HARUN NİHAT CİHAN', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '212 TRY'}
{'card_number': '4161709362233465', 'expiration_date': '11/25', 'cvv': '106', 'card_holder': 'VELİ SİNAN TEVFİK LOKMAN', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '26 TRY'}
{'card_number': '4678676853093490', 'expiration_date': '12/27', 'cvv': '833', 'card_holder': 'CEVAT CİHAN ERAY FERİT', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '407 TRY'}
{'card_number': '4572837863823121', 'expiration_date': '11/24', 'cvv': '784', 'card_holder': 'YAHYA YASİN FİKRET CEVAT', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '2780 TRY'}
{'card_number': '4782740476811267', 'expiration_date': '7/30', 'cvv': '300', 'card_holder': 'ZAFER CİHAN ZİYA BAKİ', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '149 TRY'}
{'card_number': '4939655693906942', 'expiration_date': '5/28', 'cvv': '720', 'card_holder': 'CENGİZ TOPRAK BAHADIR MEHMET', 'country_name': 'Turkey', 'card_status': 'Archived', 'money': '34 TRY'}
{'card_number': '4196437938207842', 'expiration_date': '9/26', 'cvv': '000', 'card_holder': 'BATUHAN YAŞAR CEM ÜMİT', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '43 TRY'}
